ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,JuegoID
1277,Desgaste,01/10/2024,Cerrada,['814-12-4396'],"['MNT-13252', 'MNT-13875']",22371
1278,Mal funcionamiento,02/10/2024,Abierta,"['026-83-1920', '948-40-8967']",['MNT-03317'],24967
1279,Mal funcionamiento,29/03/2024,Cerrada,['322-81-8693'],['MNT-04220'],451534
1280,Vandalismo,14/02/2024,Cerrada,['006-74-1764'],['MNT-05578'],5659772
1281,Mal funcionamiento,02/10/2024,Cerrada,"['674-84-7173', '896-46-3014', '579-27-2965']",['MNT-11224'],33421
1282,Rotura,16/12/2023,Abierta,['787-47-0344'],['MNT-01036'],4796519
1283,Desgaste,08/08/2024,Cerrada,['949-53-5852'],['MNT-04028'],21358
1284,Mal funcionamiento,26/10/2023,Abierta,['556-51-1172'],"['MNT-05961', 'MNT-13265']",9387387
1285,Vandalismo,26/07/2024,Cerrada,"['255-55-7829', '358-06-6698', '607-20-3951']",['MNT-08923'],5220811
1286,Vandalismo,02/08/2024,Abierta,"['661-89-5876', '532-78-5662']",['MNT-09511'],8891639
1287,Desgaste,10/09/2024,Cerrada,"['265-67-4062', '054-99-4926']",['MNT-06089'],4794561
1288,Mal funcionamiento,09/08/2024,Abierta,"['922-29-3220', '483-30-2733', '763-52-8340']",['MNT-04777'],18731
1289,Desgaste,06/06/2024,Cerrada,"['057-33-1220', '950-40-5738', '423-30-7401']",['MNT-01088'],5107691
1290,Desgaste,10/02/2024,Cerrada,"['793-81-8630', '016-17-8269']",['MNT-12419'],59840
1291,Desgaste,18/09/2024,Cerrada,"['207-70-4153', '187-67-3168', '848-46-9664']",['MNT-09227'],21489
1292,Desgaste,10/12/2024,Cerrada,"['644-04-2601', '686-34-8312', '069-95-8687']",['MNT-13950'],9157774
1293,Rotura,31/03/2024,Abierta,"['739-37-1384', '656-28-1334']",['MNT-04202'],7802465
1294,Mal funcionamiento,04/06/2024,Cerrada,"['300-73-4401', '970-12-7858']",['MNT-13141'],25038
1295,Vandalismo,10/12/2023,Abierta,"['778-55-2517', '183-05-5276']",['MNT-07820'],9271283
1296,Rotura,10/04/2024,Cerrada,['220-73-3516'],['MNT-06328'],21219
1297,Rotura,14/06/2024,Cerrada,"['244-61-8437', '239-35-4690']",['MNT-05067'],57988
1298,Desgaste,27/03/2024,Abierta,['838-49-7672'],"['MNT-02569', 'MNT-05049', 'MNT-10311']",4984512
1299,Mal funcionamiento,29/07/2024,Abierta,"['781-64-3623', '263-41-7132', '696-02-7026']",['MNT-11922'],18876
1300,Rotura,29/03/2024,Cerrada,"['847-33-0101', '176-58-1345']",['MNT-13697'],9049192
1301,Desgaste,25/06/2024,Cerrada,"['216-77-1965', '492-13-4812', '732-65-2171']","['MNT-00119', 'MNT-07325', 'MNT-08778']",9048980
1302,Vandalismo,26/06/2024,Abierta,"['779-87-4992', '643-58-8824', '131-90-7573']",['MNT-07312'],9177951
1303,Rotura,17/01/2024,Cerrada,"['579-47-4933', '504-03-1179']",['MNT-00577'],5003360
1304,Vandalismo,05/12/2023,Cerrada,"['012-89-5647', '992-49-1408', '009-19-0361']","['MNT-07543', 'MNT-10194']",7672874
1305,Desgaste,04/07/2024,Abierta,['116-63-8124'],['MNT-07494'],3568732
1306,Rotura,05/12/2023,Abierta,"['040-68-9716', '627-69-5200', '783-36-1408']",['MNT-07585'],9493226
1307,Vandalismo,03/05/2024,Cerrada,"['604-91-9904', '626-79-9838', '010-19-8165']",['MNT-06625'],5492453
1308,Rotura,21/11/2023,Cerrada,"['051-61-2177', '770-24-2945', '178-46-2198']",['MNT-01936'],5658638
1309,Mal funcionamiento,06/01/2024,Cerrada,['627-84-9799'],"['MNT-00047', 'MNT-02815']",19866
1310,Vandalismo,27/10/2023,Abierta,"['624-13-0761', '180-93-1480', '229-87-2554']",['MNT-00312'],19846
1311,Mal funcionamiento,18/07/2024,Cerrada,"['309-57-3027', '815-60-6043']","['MNT-03654', 'MNT-06074']",33999
1312,Desgaste,04/10/2024,Cerrada,"['431-39-1555', '427-28-6225']",['MNT-06526'],59938
1313,Mal funcionamiento,22/01/2024,Abierta,"['406-59-8764', '837-96-6373']",['MNT-14092'],3997077
1314,Mal funcionamiento,30/11/2023,Cerrada,"['709-67-2097', '432-46-8670']",['MNT-09594'],9297809
1315,Vandalismo,25/07/2024,Abierta,"['628-73-9187', '705-35-8360', '286-98-4422']","['MNT-00349', 'MNT-01799']",58796
1316,Desgaste,12/09/2024,Cerrada,"['678-63-6289', '684-48-2844']",['MNT-06515'],22034
1317,Desgaste,04/07/2024,Abierta,"['641-40-2630', '913-50-9579', '852-00-6012']",['MNT-14613'],7870210
1318,Mal funcionamiento,15/05/2024,Abierta,"['276-77-1266', '391-42-7005']","['MNT-00068', 'MNT-00435', 'MNT-05735', 'MNT-12209']",7872672
1319,Mal funcionamiento,16/07/2024,Abierta,['202-58-9347'],['MNT-13641'],20033
1320,Mal funcionamiento,25/01/2024,Cerrada,"['560-92-4692', '682-21-2505']","['MNT-09753', 'MNT-14237']",21218
1321,Vandalismo,28/10/2023,Cerrada,"['311-38-0924', '090-08-3238', '602-22-9326']",['MNT-00139'],7792012
1322,Mal funcionamiento,10/01/2024,Abierta,"['947-16-1924', '071-58-9273']",['MNT-07919'],5211952
1323,Desgaste,22/04/2024,Abierta,"['880-88-6445', '507-30-2737']","['MNT-04443', 'MNT-05856']",3573417
1324,Desgaste,10/01/2024,Cerrada,"['334-54-9587', '143-76-5360']","['MNT-02247', 'MNT-04751', 'MNT-09770']",4730879
1325,Rotura,15/12/2023,Cerrada,"['929-82-9160', '431-56-3897', '150-61-6281']","['MNT-02942', 'MNT-06897']",7248147
1326,Rotura,09/05/2024,Abierta,"['093-16-4800', '074-74-9595']",['MNT-06581'],19249
1327,Desgaste,22/06/2024,Abierta,"['833-01-1328', '781-22-2463']",['MNT-03200'],7802512
1328,Mal funcionamiento,15/02/2024,Cerrada,"['267-02-4340', '619-54-7208']","['MNT-03589', 'MNT-07581']",20697
1329,Mal funcionamiento,25/09/2024,Cerrada,['092-20-9011'],['MNT-14512'],59817
1330,Vandalismo,17/03/2024,Abierta,"['552-24-6641', '303-04-6566']",['MNT-11293'],9389889
1331,Desgaste,10/12/2023,Abierta,"['637-46-3222', '521-35-1172', '187-05-8164']",['MNT-00859'],5239101
1332,Vandalismo,10/09/2024,Abierta,['015-67-0092'],['MNT-05121'],4730917
1333,Vandalismo,16/03/2024,Abierta,"['314-93-0671', '345-04-0305', '687-57-9408']",['MNT-12798'],59713
1334,Vandalismo,27/03/2024,Abierta,"['200-66-4570', '336-04-3719']",['MNT-01539'],59394
1335,Rotura,11/05/2023,Cerrada,"['449-84-4578', '302-83-7027', '111-74-2551']",['MNT-07278'],7861586
1336,Desgaste,18/02/2024,Cerrada,"['545-49-4849', '554-49-0304', '396-71-7536']",['MNT-13549'],7902185
1337,Mal funcionamiento,17/11/2023,Abierta,['027-65-7099'],['MNT-11365'],21974
1338,Mal funcionamiento,23/09/2024,Abierta,"['688-06-7852', '370-74-4793']",['MNT-01151'],33112
1339,Rotura,16/10/2023,Cerrada,"['376-51-8818', '980-92-7579', '894-53-9678']",['MNT-00860'],58303
1340,Vandalismo,27/01/2024,Cerrada,"['427-21-6370', '304-33-6004', '983-42-4535']","['MNT-01979', 'MNT-07047']",7896551
1341,Mal funcionamiento,07/11/2024,Cerrada,"['384-54-8017', '312-77-4800', '077-89-2083']",['MNT-08487'],20545
1342,Vandalismo,06/12/2023,Cerrada,"['557-24-8127', '806-44-2389']",['MNT-01352'],5158942
1343,Desgaste,15/06/2024,Abierta,"['505-22-6267', '179-54-0185', '755-65-5535']",['MNT-13017'],4749994
1344,Vandalismo,12/02/2024,Abierta,['725-07-0973'],['MNT-13404'],3845316
1345,Rotura,14/07/2024,Abierta,"['756-62-8300', '992-16-8972']","['MNT-02238', 'MNT-10840', 'MNT-11231']",7126538
1346,Mal funcionamiento,29/08/2024,Abierta,['488-60-7670'],['MNT-14907'],58255
1347,Desgaste,08/03/2024,Cerrada,"['202-74-0190', '452-30-0493']",['MNT-03047'],33551
1348,Rotura,05/03/2024,Cerrada,"['711-48-3722', '249-92-0898']","['MNT-10306', 'MNT-13492']",3530672
1349,Desgaste,21/05/2024,Cerrada,"['828-76-1258', '092-80-7733']",['MNT-08497'],9288651
1350,Rotura,07/10/2024,Abierta,['873-88-3822'],['MNT-14265'],59756
1351,Mal funcionamiento,01/02/2024,Cerrada,"['239-85-0439', '514-54-3726']",['MNT-04175'],7924199
1352,Vandalismo,31/07/2024,Cerrada,"['350-24-5420', '836-55-2765']","['MNT-08247', 'MNT-11804', 'MNT-12684']",33157
1353,Mal funcionamiento,17/01/2024,Cerrada,"['544-11-1006', '990-04-8745']",['MNT-10542'],58313
1354,Rotura,17/03/2024,Cerrada,"['679-87-1658', '222-63-7686', '000-83-5784']",['MNT-09101'],24815
1355,Rotura,14/08/2024,Abierta,['690-16-4774'],['MNT-00069'],21339
1356,Mal funcionamiento,01/01/2024,Abierta,['459-47-3010'],['MNT-12040'],9433323
1357,Rotura,10/09/2024,Cerrada,"['916-97-4606', '411-75-2634']",['MNT-06226'],4986469
1358,Desgaste,23/11/2023,Cerrada,['716-71-0442'],['MNT-12661'],3569216
1359,Mal funcionamiento,24/01/2024,Abierta,['436-21-1894'],['MNT-05035'],20419
1360,Mal funcionamiento,13/01/2024,Abierta,"['946-15-3043', '879-29-3562', '070-87-0634']","['MNT-05178', 'MNT-08139']",22327
1361,Desgaste,31/05/2024,Abierta,['958-77-1100'],['MNT-04505'],9435369
1362,Vandalismo,05/09/2024,Cerrada,"['981-21-9462', '799-93-5536']",['MNT-13449'],33689
1363,Vandalismo,11/01/2024,Cerrada,"['365-45-2652', '568-37-3203', '901-45-2645']",['MNT-14110'],9193604
1364,Desgaste,25/01/2024,Abierta,"['854-66-5721', '963-17-1184']",['MNT-09184'],59741
1365,Mal funcionamiento,24/06/2024,Cerrada,['044-52-4825'],['MNT-13618'],5211207
1366,Rotura,06/11/2023,Abierta,"['312-45-3152', '269-48-6791']",['MNT-09139'],9294210
1367,Rotura,11/10/2024,Abierta,['153-97-1509'],['MNT-08434'],9291626
1368,Desgaste,07/07/2024,Cerrada,"['623-26-3176', '609-86-2075']","['MNT-00943', 'MNT-12106']",7527031
1369,Rotura,18/02/2024,Abierta,['182-17-5086'],['MNT-02415'],6778198
1370,Mal funcionamiento,03/08/2024,Cerrada,"['070-87-0634', '873-68-9874', '101-33-0117']",['MNT-12723'],9294735
1371,Desgaste,17/12/2023,Abierta,['007-10-6479'],['MNT-07434'],22358
1372,Desgaste,11/02/2024,Cerrada,"['487-89-3403', '612-41-6662']",['MNT-08298'],9169132
1373,Desgaste,30/12/2023,Cerrada,"['559-63-3041', '404-64-8828', '314-96-5174']",['MNT-11756'],9195237
1374,Vandalismo,20/03/2024,Cerrada,"['548-48-5149', '759-44-3129']",['MNT-01929'],21136
1375,Vandalismo,08/12/2023,Cerrada,"['016-41-0419', '625-40-5375']",['MNT-02490'],8805153
1376,Mal funcionamiento,07/08/2024,Abierta,"['404-55-0783', '748-64-7556']",['MNT-05062'],34086
1377,Desgaste,31/07/2024,Abierta,"['272-35-5549', '911-90-7448', '305-03-4159']",['MNT-01153'],20223
1378,Vandalismo,24/05/2024,Cerrada,"['468-08-8576', '621-32-8863', '824-28-0341']",['MNT-06245'],19918
1379,Mal funcionamiento,14/09/2024,Abierta,['711-36-4464'],['MNT-03269'],25796
1380,Vandalismo,03/11/2023,Abierta,"['470-20-7278', '806-16-2814']",['MNT-12514'],3580720
1381,Desgaste,06/02/2024,Cerrada,"['157-25-0610', '392-38-0714']",['MNT-03951'],35215
1382,Rotura,23/02/2024,Abierta,"['678-34-8329', '374-61-4862', '826-69-1696']",['MNT-10012'],34845
1383,Rotura,09/02/2024,Abierta,"['887-79-2189', '984-16-7156', '529-22-5928']","['MNT-02148', 'MNT-14150']",25074
1384,Vandalismo,03/04/2024,Abierta,"['325-54-0037', '148-01-0516']",['MNT-01191'],32876
1385,Rotura,31/03/2024,Abierta,"['473-99-0568', '366-64-1018']",['MNT-08815'],19939
1386,Rotura,02/12/2023,Cerrada,"['266-90-5349', '306-26-1228', '249-14-5386']","['MNT-11817', 'MNT-13751']",34122
1387,Desgaste,16/10/2023,Abierta,['836-57-1465'],"['MNT-04397', 'MNT-04960']",33139
1388,Vandalismo,19/09/2024,Cerrada,"['217-85-8179', '258-35-2613', '527-34-0423']","['MNT-06168', 'MNT-10272']",57981
1389,Desgaste,22/10/2023,Abierta,['592-25-2140'],"['MNT-06362', 'MNT-06872', 'MNT-11424']",7294620
1390,Rotura,05/10/2024,Cerrada,['226-23-4813'],['MNT-11809'],53121
1391,Mal funcionamiento,04/06/2024,Abierta,['985-25-1629'],"['MNT-07167', 'MNT-09801']",20710
1392,Desgaste,05/06/2024,Abierta,"['479-59-1262', '065-01-0236']",['MNT-07195'],20564
1393,Mal funcionamiento,13/09/2024,Abierta,"['932-49-3729', '282-30-1884']","['MNT-04168', 'MNT-08834']",34127
1394,Mal funcionamiento,06/12/2023,Abierta,"['427-54-7046', '733-60-1172', '061-67-5503']",['MNT-03588'],7126593
1395,Vandalismo,06/02/2024,Abierta,"['614-14-0760', '364-47-0003']","['MNT-12095', 'MNT-14602']",8976379
1396,Mal funcionamiento,26/04/2024,Abierta,"['030-25-7651', '008-14-9332', '938-68-2871']","['MNT-00885', 'MNT-07123']",4963707
1397,Desgaste,23/08/2024,Abierta,"['057-70-0978', '272-80-3547', '297-74-7406']",['MNT-03214'],25586
1398,Vandalismo,06/03/2024,Cerrada,['102-46-2532'],['MNT-00651'],5658743
1399,Vandalismo,16/10/2023,Cerrada,['046-77-3916'],['MNT-07715'],59413
1400,Rotura,17/07/2024,Abierta,"['851-25-9983', '027-83-3206', '286-01-0595']","['MNT-05376', 'MNT-06772']",9155595
1401,Mal funcionamiento,26/12/2023,Cerrada,['844-09-7388'],['MNT-03006'],33314
1402,Rotura,18/08/2024,Abierta,['044-11-1527'],['MNT-14368'],3997086
1403,Rotura,25/11/2023,Cerrada,['452-56-9105'],"['MNT-05709', 'MNT-06344']",25670
1404,Mal funcionamiento,12/02/2024,Cerrada,"['681-58-0613', '809-36-1833', '511-53-4521']",['MNT-14283'],3575597
1405,Mal funcionamiento,08/07/2024,Cerrada,"['736-93-1739', '613-06-5700']","['MNT-02608', 'MNT-09133']",3576513
1406,Vandalismo,13/09/2024,Abierta,['385-23-7311'],['MNT-10608'],9243165
1407,Mal funcionamiento,14/08/2024,Abierta,['546-27-8063'],['MNT-12073'],4730919
1408,Rotura,13/05/2024,Abierta,['043-50-2321'],"['MNT-06092', 'MNT-08144']",58761
1409,Rotura,15/04/2024,Abierta,"['254-30-8935', '167-53-9210', '111-57-0612']",['MNT-09271'],451537
1410,Vandalismo,11/07/2024,Cerrada,['696-02-7026'],['MNT-09144'],9288656
1411,Desgaste,14/05/2024,Abierta,"['450-94-5820', '174-06-8120']","['MNT-04243', 'MNT-08982']",5202155
1412,Rotura,10/07/2024,Abierta,"['641-21-6744', '238-79-5970']",['MNT-04913'],3576619
1413,Vandalismo,14/07/2024,Cerrada,"['852-68-3513', '218-00-4040']",['MNT-11833'],19848
1414,Mal funcionamiento,11/02/2024,Cerrada,"['427-83-1299', '989-19-6891']",['MNT-14756'],21382
1415,Mal funcionamiento,01/03/2024,Abierta,"['447-15-5280', '108-49-6895']",['MNT-08766'],21244
1416,Vandalismo,17/07/2024,Cerrada,"['497-04-7406', '199-97-0966', '294-16-8118']",['MNT-04133'],21453
1417,Mal funcionamiento,10/11/2023,Cerrada,"['874-87-1041', '380-26-3361', '626-29-8297']",['MNT-10283'],9050402
1418,Desgaste,07/08/2024,Cerrada,['378-07-7393'],"['MNT-09476', 'MNT-09709']",3530625
1419,Vandalismo,03/11/2023,Cerrada,"['384-33-1655', '909-45-0572', '028-70-0886']",['MNT-00510'],5249142
1420,Mal funcionamiento,12/10/2024,Cerrada,"['202-58-9347', '944-31-0750', '096-08-7345']",['MNT-07916'],5201932
1421,Mal funcionamiento,20/04/2024,Cerrada,['759-50-2474'],['MNT-08280'],58388
1422,Vandalismo,08/06/2024,Abierta,"['328-82-6784', '406-65-6563', '773-05-1550']",['MNT-04973'],8967543
1423,Vandalismo,02/09/2024,Abierta,"['210-66-4779', '918-39-5464']",['MNT-06659'],33080
1424,Vandalismo,05/07/2024,Abierta,"['647-58-8630', '978-04-9425', '308-26-7222']",['MNT-03713'],9223730
1425,Vandalismo,15/06/2024,Cerrada,"['445-96-4233', '700-54-1921', '522-58-1512']",['MNT-08492'],24871
1426,Mal funcionamiento,22/04/2024,Abierta,"['215-32-3189', '548-48-5149']",['MNT-04067'],25666
1427,Rotura,11/05/2024,Cerrada,"['772-81-3749', '590-79-0848', '230-73-4155']",['MNT-01294'],4990343
1428,Vandalismo,11/06/2024,Abierta,"['463-99-3907', '192-39-3034']",['MNT-07621'],9285420
1429,Mal funcionamiento,21/09/2024,Cerrada,"['984-47-2359', '377-17-9383']",['MNT-03802'],3575766
1430,Desgaste,17/08/2024,Cerrada,['595-21-8723'],['MNT-04788'],21203
1431,Vandalismo,28/10/2023,Cerrada,"['185-60-3838', '712-99-3110']",['MNT-05902'],7840413
1432,Desgaste,03/07/2024,Abierta,"['792-76-5914', '441-58-7853']",['MNT-01353'],59528
1433,Vandalismo,30/09/2024,Abierta,"['439-95-7465', '149-65-0157', '034-59-5912']",['MNT-12139'],4985735
1434,Rotura,22/09/2024,Abierta,"['292-64-2572', '876-57-8836', '394-22-8016']",['MNT-12584'],21294
1435,Mal funcionamiento,16/11/2023,Abierta,"['840-21-1747', '022-62-9023']",['MNT-13744'],7126511
1436,Mal funcionamiento,28/10/2023,Cerrada,"['436-10-1935', '172-82-6959', '875-70-3127']",['MNT-01494'],59134
1437,Vandalismo,30/05/2024,Cerrada,"['396-36-4277', '178-54-7373']","['MNT-03785', 'MNT-14979']",59086
1438,Mal funcionamiento,29/05/2024,Cerrada,"['305-83-8410', '821-95-6398']",['MNT-09959'],9398120
1439,Vandalismo,25/12/2023,Abierta,"['656-28-1334', '911-94-5297', '614-29-3004']","['MNT-05496', 'MNT-06439']",21833
1440,Vandalismo,01/07/2024,Cerrada,['401-91-5567'],['MNT-03459'],9424829
1441,Vandalismo,07/06/2024,Abierta,"['756-29-2734', '480-01-1122']",['MNT-02928'],7248210
1442,Mal funcionamiento,04/12/2023,Abierta,"['486-83-0979', '531-00-5327']","['MNT-02827', 'MNT-08091']",7837851
1443,Desgaste,09/08/2024,Cerrada,"['800-24-3767', '959-88-2728']",['MNT-14262'],9048976
1444,Vandalismo,06/05/2024,Abierta,"['570-04-0865', '974-75-2666', '613-36-3102']",['MNT-11385'],22346
1445,Mal funcionamiento,24/06/2024,Abierta,"['741-66-5569', '810-14-5095']",['MNT-09279'],24777
1446,Rotura,02/06/2024,Abierta,"['508-72-1641', '994-62-6177']","['MNT-13178', 'MNT-14763']",59131
1447,Vandalismo,31/07/2024,Abierta,['175-27-0340'],['MNT-09373'],9492975
1448,Desgaste,24/01/2024,Cerrada,"['774-05-5844', '646-49-3217']",['MNT-07474'],33722
1449,Desgaste,02/03/2024,Abierta,"['467-32-0559', '193-39-5414']",['MNT-11940'],22409
1450,Desgaste,31/07/2024,Abierta,"['942-02-9734', '281-88-1844']",['MNT-09158'],34010
1451,Desgaste,06/09/2024,Cerrada,"['619-80-0909', '698-52-5306']","['MNT-05407', 'MNT-08503']",3568507
1452,Desgaste,08/08/2024,Abierta,['383-64-4316'],['MNT-10813'],7116392
1453,Mal funcionamiento,30/12/2023,Abierta,"['895-39-6187', '536-58-0530']",['MNT-00532'],19727
1454,Mal funcionamiento,30/01/2024,Cerrada,['742-69-7440'],['MNT-12190'],53094
1455,Mal funcionamiento,11/02/2024,Cerrada,"['798-82-0739', '810-98-7093', '027-21-4626']",['MNT-13572'],3580365
1456,Vandalismo,05/10/2024,Abierta,"['700-54-1879', '960-15-3577']",['MNT-06408'],5068877
1457,Vandalismo,06/07/2024,Abierta,"['522-07-8264', '845-62-8960']",['MNT-04248'],9187334
1458,Rotura,13/07/2024,Cerrada,"['298-58-8108', '642-00-1772', '549-28-7386']",['MNT-02483'],8940963
1459,Vandalismo,26/05/2024,Cerrada,"['491-81-8628', '612-08-7904']","['MNT-02085', 'MNT-12531']",9181837
1460,Desgaste,06/06/2024,Abierta,"['156-93-0963', '759-50-2474']",['MNT-06443'],19346
1461,Mal funcionamiento,12/07/2024,Abierta,['430-69-5241'],['MNT-05926'],9313149
1462,Rotura,26/03/2024,Cerrada,"['619-62-0219', '289-58-1191', '601-41-8345']",['MNT-07684'],5492839
1463,Mal funcionamiento,09/10/2024,Abierta,"['828-04-7842', '708-62-7837']",['MNT-08165'],9192063
1464,Rotura,08/06/2024,Abierta,"['911-11-1566', '803-05-9153']","['MNT-01192', 'MNT-06511']",20646
1465,Mal funcionamiento,08/01/2024,Abierta,"['910-39-3627', '197-54-6424']",['MNT-08221'],9407542
1466,Vandalismo,05/08/2024,Abierta,['614-16-9184'],['MNT-08689'],24882
1467,Mal funcionamiento,23/09/2024,Abierta,"['789-55-1255', '402-34-9297']",['MNT-00462'],3580357
1468,Rotura,15/08/2024,Abierta,['410-40-0221'],"['MNT-04578', 'MNT-04717', 'MNT-08826']",8907189
1469,Desgaste,23/02/2024,Cerrada,['644-68-0145'],['MNT-04069'],9263806
1470,Vandalismo,18/08/2024,Cerrada,"['898-07-8960', '711-33-4768']",['MNT-07449'],52910
1471,Desgaste,21/11/2023,Cerrada,"['234-98-6190', '908-92-9777', '284-15-0798']",['MNT-04020'],3573455
1472,Desgaste,22/01/2024,Cerrada,"['836-13-3230', '020-54-3562', '270-68-9782']",['MNT-04357'],19985
1473,Desgaste,28/05/2024,Cerrada,"['768-07-7448', '010-59-9341']",['MNT-12798'],59713
1474,Mal funcionamiento,19/11/2023,Cerrada,"['468-06-8535', '507-54-9719']",['MNT-00518'],9398209
1475,Mal funcionamiento,23/04/2024,Cerrada,"['468-88-2583', '166-40-4190', '432-46-8670']",['MNT-14382'],24921
1476,Mal funcionamiento,25/07/2024,Cerrada,"['777-25-9393', '219-72-1256']",['MNT-06909'],9433282
1477,Vandalismo,12/11/2023,Cerrada,"['570-04-0865', '529-05-8894', '456-21-3762']","['MNT-06026', 'MNT-09375']",33657
1478,Rotura,13/09/2024,Cerrada,['449-31-5015'],['MNT-10487'],9041505
1479,Mal funcionamiento,10/08/2024,Abierta,['579-47-4933'],['MNT-00131'],33208
1480,Desgaste,03/11/2023,Cerrada,"['457-35-3969', '136-13-9638']",['MNT-08650'],32814
1481,Desgaste,05/04/2024,Cerrada,"['343-57-4122', '948-96-6590', '154-29-8712']",['MNT-00120'],6878761
1482,Vandalismo,21/09/2024,Cerrada,"['188-71-2426', '127-53-5775', '916-17-8422']",['MNT-13797'],8987409
1483,Rotura,13/12/2023,Abierta,"['865-25-0669', '777-73-7288', '352-29-2361']",['MNT-07913'],22021
1484,Vandalismo,25/05/2024,Abierta,['856-46-4752'],['MNT-05495'],18852
1485,Rotura,28/01/2024,Cerrada,"['838-84-4246', '597-17-5183']",['MNT-02250'],20829
1486,Mal funcionamiento,05/01/2024,Cerrada,"['344-58-5422', '550-30-7486', '374-44-2172']",['MNT-06582'],7928072
1487,Vandalismo,20/09/2024,Abierta,['072-33-3517'],['MNT-14727'],8888578
1488,Desgaste,07/08/2024,Abierta,['139-30-3198'],['MNT-10041'],59381
1489,Vandalismo,18/06/2024,Abierta,"['970-36-6644', '410-22-0160', '703-77-8514']",['MNT-00383'],9291631
1490,Mal funcionamiento,01/10/2024,Cerrada,"['175-71-9974', '169-60-3105', '331-33-1849']",['MNT-13481'],9291331
1491,Mal funcionamiento,27/10/2023,Abierta,"['655-16-4467', '900-70-0008', '689-65-3587']",['MNT-07524'],3569007
1492,Vandalismo,11/02/2023,Abierta,['097-00-7865'],"['MNT-10934', 'MNT-12306']",7886657
1493,Desgaste,20/09/2024,Cerrada,"['864-52-9129', '858-73-1875']",['MNT-04159'],5241143
1494,Mal funcionamiento,08/04/2024,Abierta,"['825-69-4206', '086-79-4071', '041-84-1833']",['MNT-02280'],20381
1495,Rotura,10/07/2024,Abierta,"['147-52-0965', '288-22-3973', '463-07-0280']","['MNT-02974', 'MNT-09798']",7925296
1496,Desgaste,08/07/2024,Abierta,['223-38-3180'],['MNT-08690'],52809
1497,Mal funcionamiento,06/06/2024,Abierta,['948-50-8975'],"['MNT-07510', 'MNT-10999']",21913
1498,Desgaste,17/05/2024,Cerrada,"['689-22-5594', '951-51-4666', '568-67-4523']",['MNT-10418'],6781677
1499,Desgaste,04/12/2024,Cerrada,['141-09-5852'],"['MNT-03299', 'MNT-08538']",8888646
1500,Vandalismo,22/02/2024,Abierta,"['928-49-5820', '899-69-0843', '226-69-0094']",['MNT-00978'],7841732
1501,Vandalismo,12/05/2023,Abierta,"['713-74-3862', '480-01-1122']",['MNT-07743'],8914030
1502,Desgaste,04/01/2024,Abierta,"['873-08-9948', '186-03-3593']",['MNT-06137'],7903920
1503,Mal funcionamiento,01/10/2024,Abierta,"['372-20-0276', '221-33-9088']",['MNT-09014'],20935
1504,Rotura,15/01/2024,Abierta,"['677-28-4853', '658-30-0775']","['MNT-00130', 'MNT-07702']",22445
